epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,131.599,0.53171,0.38206,0.88102,0.99094,1,0.995,0.91769,0.38757,0.24761,0.75584,0.0011288,0.0011288,0.0011288
46,134.676,0.52585,0.39523,0.85908,0.99069,1,0.995,0.90728,0.43766,0.34237,0.79011,0.001109,0.001109,0.001109
47,137.682,0.5138,0.4314,0.8904,0.99027,1,0.995,0.93745,0.3902,0.29165,0.7741,0.0010892,0.0010892,0.0010892
48,140.698,0.51189,0.41304,0.88069,0.99048,1,0.995,0.95756,0.31526,0.26501,0.74524,0.0010694,0.0010694,0.0010694
49,143.658,0.54451,0.43198,0.86222,0.99075,1,0.995,0.94397,0.30798,0.26738,0.75014,0.0010496,0.0010496,0.0010496
50,146.646,0.5002,0.38947,0.89977,0.99093,1,0.995,0.94269,0.34341,0.3136,0.76027,0.0010298,0.0010298,0.0010298
51,149.643,0.44587,0.40795,0.85026,0.99079,1,0.995,0.91779,0.40051,0.34856,0.78759,0.00101,0.00101,0.00101
52,152.652,0.52405,0.38849,0.85128,0.99069,1,0.995,0.90165,0.47132,0.38044,0.80751,0.0009902,0.0009902,0.0009902
53,155.705,0.46393,0.39488,0.84355,0.99065,1,0.995,0.90102,0.42462,0.41753,0.78615,0.0009704,0.0009704,0.0009704
54,158.686,0.50638,0.402,0.86969,0.9906,1,0.995,0.9024,0.4128,0.35129,0.77855,0.0009506,0.0009506,0.0009506
55,161.658,0.47217,0.37253,0.85017,0.99042,1,0.995,0.92565,0.38954,0.36856,0.77785,0.0009308,0.0009308,0.0009308
56,164.916,0.49655,0.42668,0.8706,0.98961,1,0.995,0.92433,0.38256,0.32938,0.77939,0.000911,0.000911,0.000911
57,168.008,0.45677,0.37557,0.85392,0.99046,1,0.995,0.92449,0.36533,0.27804,0.7702,0.0008912,0.0008912,0.0008912
58,171.028,0.50901,0.41135,0.8715,0.99027,1,0.995,0.92474,0.37633,0.28288,0.76722,0.0008714,0.0008714,0.0008714
59,174.131,0.49091,0.38364,0.87312,0.9899,1,0.995,0.94062,0.39104,0.27484,0.7674,0.0008516,0.0008516,0.0008516
60,177.158,0.46881,0.38031,0.82517,0.98964,1,0.995,0.90626,0.43195,0.30392,0.77231,0.0008318,0.0008318,0.0008318
61,180.178,0.51272,0.36475,0.90076,0.9905,1,0.995,0.93003,0.39055,0.28501,0.75771,0.000812,0.000812,0.000812
62,183.2,0.46526,0.34168,0.85245,0.9907,1,0.995,0.97205,0.33969,0.24207,0.75086,0.0007922,0.0007922,0.0007922
63,186.216,0.41441,0.33687,0.81406,0.99069,1,0.995,0.9762,0.32174,0.21031,0.75182,0.0007724,0.0007724,0.0007724
64,189.254,0.48291,0.38181,0.87743,0.9906,1,0.995,0.9603,0.28942,0.20682,0.74665,0.0007526,0.0007526,0.0007526
65,192.35,0.45494,0.35262,0.83335,0.9905,1,0.995,0.94188,0.33033,0.22249,0.75306,0.0007328,0.0007328,0.0007328
66,195.369,0.45696,0.37574,0.85079,0.99053,1,0.995,0.94681,0.33291,0.21811,0.75941,0.000713,0.000713,0.000713
67,198.427,0.45191,0.33439,0.82648,0.99048,1,0.995,0.9422,0.31915,0.22306,0.75741,0.0006932,0.0006932,0.0006932
68,201.428,0.40097,0.32791,0.84808,0.99059,1,0.995,0.94086,0.32752,0.26219,0.75554,0.0006734,0.0006734,0.0006734
69,204.464,0.48768,0.37413,0.86213,0.99088,1,0.995,0.93332,0.33317,0.304,0.75388,0.0006536,0.0006536,0.0006536
70,207.522,0.44959,0.35255,0.86348,0.99082,1,0.995,0.9685,0.31814,0.26895,0.75464,0.0006338,0.0006338,0.0006338
71,210.593,0.50914,0.36998,0.90187,0.99064,1,0.995,0.96856,0.29291,0.25197,0.75169,0.000614,0.000614,0.000614
72,213.633,0.43642,0.3395,0.82894,0.9908,1,0.995,0.977,0.26734,0.21464,0.74685,0.0005942,0.0005942,0.0005942
73,216.693,0.45693,0.36524,0.82226,0.99095,1,0.995,0.97721,0.25182,0.1865,0.74393,0.0005744,0.0005744,0.0005744
74,219.796,0.45197,0.3482,0.84906,0.99107,1,0.995,0.978,0.24622,0.17918,0.74199,0.0005546,0.0005546,0.0005546
75,222.904,0.46808,0.3666,0.86934,0.99105,1,0.995,0.995,0.24126,0.18134,0.7407,0.0005348,0.0005348,0.0005348
76,226.011,0.48935,0.36917,0.90867,0.9912,1,0.995,0.995,0.25886,0.19953,0.74534,0.000515,0.000515,0.000515
77,229.118,0.39882,0.3342,0.83005,0.99094,1,0.995,0.96292,0.32,0.22854,0.75431,0.0004952,0.0004952,0.0004952
78,232.236,0.4431,0.32656,0.84396,0.99075,1,0.995,0.96377,0.33171,0.22123,0.75325,0.0004754,0.0004754,0.0004754
79,235.311,0.44436,0.34043,0.83198,0.9908,1,0.995,0.93593,0.31934,0.22964,0.74705,0.0004556,0.0004556,0.0004556
80,238.38,0.42953,0.36061,0.84459,0.99085,1,0.995,0.9621,0.3182,0.20956,0.74669,0.0004358,0.0004358,0.0004358
81,241.43,0.38407,0.32578,0.84348,0.99086,1,0.995,0.93482,0.30075,0.21877,0.7418,0.000416,0.000416,0.000416
82,244.488,0.41446,0.34965,0.82538,0.99098,1,0.995,0.96547,0.26636,0.20657,0.73975,0.0003962,0.0003962,0.0003962
83,247.63,0.41932,0.34817,0.83129,0.99104,1,0.995,0.966,0.26008,0.22634,0.74392,0.0003764,0.0003764,0.0003764
84,251.026,0.42235,0.34456,0.84078,0.99104,1,0.995,0.96825,0.27647,0.21493,0.74592,0.0003566,0.0003566,0.0003566
85,254.304,0.35236,0.3062,0.79693,0.99097,1,0.995,0.94912,0.28732,0.22426,0.74442,0.0003368,0.0003368,0.0003368
86,257.651,0.40599,0.31831,0.85035,0.99094,1,0.995,0.95879,0.29853,0.22306,0.74219,0.000317,0.000317,0.000317
87,261.102,0.40923,0.33448,0.8353,0.99092,1,0.995,0.973,0.30153,0.22259,0.74035,0.0002972,0.0002972,0.0002972
88,264.429,0.39714,0.30583,0.86086,0.99081,1,0.995,0.981,0.28836,0.22734,0.74075,0.0002774,0.0002774,0.0002774
89,267.786,0.38878,0.30843,0.85577,0.99072,1,0.995,0.94779,0.27468,0.22974,0.7409,0.0002576,0.0002576,0.0002576
90,271.012,0.33612,0.29999,0.82798,0.99083,1,0.995,0.94779,0.27633,0.24056,0.74155,0.0002378,0.0002378,0.0002378
91,274.206,0.28006,0.23579,0.80431,0.99092,1,0.995,0.94669,0.27132,0.23206,0.74038,0.000218,0.000218,0.000218
92,277.193,0.26108,0.21715,0.76833,0.9909,1,0.995,0.91892,0.25905,0.23331,0.73881,0.0001982,0.0001982,0.0001982
93,280.165,0.24763,0.21911,0.7852,0.99103,1,0.995,0.92288,0.27661,0.21806,0.73947,0.0001784,0.0001784,0.0001784
94,283.357,0.2509,0.21357,0.78348,0.99106,1,0.995,0.92288,0.28583,0.22334,0.7399,0.0001586,0.0001586,0.0001586
95,286.346,0.23694,0.21078,0.77097,0.99108,1,0.995,0.93889,0.28344,0.21584,0.73903,0.0001388,0.0001388,0.0001388
96,289.381,0.2349,0.20251,0.80001,0.99101,1,0.995,0.94152,0.28317,0.20401,0.73932,0.000119,0.000119,0.000119
97,292.344,0.25139,0.20873,0.78846,0.99103,1,0.995,0.94781,0.28142,0.1925,0.73934,9.92e-05,9.92e-05,9.92e-05
98,295.322,0.22596,0.20786,0.77865,0.99108,1,0.995,0.92946,0.27928,0.20658,0.73867,7.94e-05,7.94e-05,7.94e-05
99,298.32,0.25235,0.2086,0.78732,0.99106,1,0.995,0.95769,0.27857,0.20102,0.73857,5.96e-05,5.96e-05,5.96e-05
100,301.267,0.25098,0.21605,0.78658,0.99105,1,0.995,0.95269,0.27796,0.19592,0.73883,3.98e-05,3.98e-05,3.98e-05
